station_abbr;reference_timestamp;tre200s0;tre005s0;tresurs0;xchills0;ure200s0;tde200s0;pva200s0;prestas0;pp0qnhs0;pp0qffs0;ppz850s0;ppz700s0;fkl010z1;fve010z0;fkl010z0;dkl010z0;wcc006s0;fu3010z0;fkl010z3;fu3010z1;fu3010z3;rre150z0;htoauts0;gre000z0;ods000z0;oli000z0;olo000z0;osr000z0;sre000z0
CHZ;27.08.2025 08:30;22.2;;;22.2;74.8;17.5;20;962;1014.2;1012.1;;;2.9;1.4;1.5;311;;5.4;2.7;10.4;9.7;0;0;506;;;;;9
CHZ;27.08.2025 08:40;22.2;;;22.2;75.4;17.6;20.2;962;1014.2;1012.1;;;3;1.3;1.4;286;;5;2.9;10.8;10.4;0;0;500;;;;;10
CHZ;27.08.2025 08:50;22.1;;;22.1;74.7;17.4;19.9;962.1;1014.3;1012.2;;;2.6;1.2;1.4;255;;5;2.4;9.4;8.6;0;0;431;;;;;5
CHZ;27.08.2025 09:00;22.2;;;22.2;73.9;17.3;19.8;962.1;1014.3;1012.2;;;2.8;1.4;1.5;266;;5.4;2.6;10.1;9.4;0;0;458;;;;;7
CHZ;27.08.2025 09:10;22.3;;;22.3;74.2;17.5;20;962.1;1014.3;1012.2;;;3.6;1.9;2;289;;7.2;3.4;13;12.2;0;0;467;;;;;9
CHZ;27.08.2025 09:20;22.4;;;22.4;75.4;17.8;20.4;962.1;1014.3;1012.1;;;3.2;1.7;1.9;300;;6.8;3;11.5;10.8;0;0;515;;;;;10
CHZ;27.08.2025 09:30;22.7;;;22.7;73.6;17.7;20.3;962.1;1014.3;1012.1;;;2.8;1.1;1.3;316;;4.7;2.6;10.1;9.4;0;0;551;;;;;10
CHZ;27.08.2025 09:40;22.8;;;22.8;73.8;17.9;20.5;961.9;1014.1;1011.9;;;2.1;0.8;1;3;;3.6;2;7.6;7.2;0;0;552;;;;;10
CHZ;27.08.2025 09:50;23;;;23;70.8;17.4;19.9;962;1014.2;1011.9;;;2.6;1;1.1;292;;4;2.5;9.4;9;0;0;587;;;;;8
CHZ;27.08.2025 10:00;23.6;;;23.6;68.3;17.4;19.9;961.9;1014.1;1011.7;;;2.3;1;1.1;314;;4;2.2;8.3;7.9;0;0;670;;;;;10
CHZ;27.08.2025 10:10;23.5;;;23.5;66.6;16.9;19.3;961.8;1014;1011.6;;;2.8;1.2;1.3;301;;4.7;2.7;10.1;9.7;0;0;700;;;;;10
CHZ;27.08.2025 10:20;23.7;;;23.7;66.3;17;19.4;961.7;1013.9;1011.5;;;3.3;0.4;1.1;259;;4;2.8;11.9;10.1;0;0;762;;;;;10
CHZ;27.08.2025 10:30;24.1;;;24.1;64.9;17.1;19.5;961.6;1013.8;1011.3;;;3.1;0.8;1.5;288;;5.4;3;11.2;10.8;0;0;742;;;;;10
CHZ;27.08.2025 10:40;24.3;;;24.3;62.2;16.6;18.9;961.5;1013.7;1011.2;;;2.6;1;1.2;258;;4.3;2.5;9.4;9;0;0;770;;;;;10
CHZ;27.08.2025 10:50;24.3;;;24.3;64.6;17.2;19.6;961.5;1013.7;1011.2;;;1.4;0.4;0.7;170;;2.5;1.4;5;5;0;0;802;;;;;10
CHZ;27.08.2025 11:00;25.2;;;25.2;63.8;17.9;20.4;961.4;1013.6;1010.9;;;5.4;1.3;1.5;318;;5.4;4.9;19.4;17.6;0;0;838;;;;;10
CHZ;27.08.2025 11:10;25.1;;;25.1;62.3;17.4;19.8;961.4;1013.6;1010.9;;;3.4;1.5;1.6;296;;5.8;3.2;12.2;11.5;0;0;801;;;;;10
CHZ;27.08.2025 11:20;25;;;25;59.6;16.6;18.9;961.4;1013.6;1010.9;;;3.3;1.3;1.5;283;;5.4;3.3;11.9;11.9;0;0;836;;;;;10
CHZ;27.08.2025 11:30;25.1;;;25.1;58;16.3;18.5;961.4;1013.6;1010.9;;;3.4;0.4;1;352;;3.6;3.2;12.2;11.5;0;0;604;;;;;5
CHZ;27.08.2025 11:40;25;;;25;62.5;17.3;19.8;961.5;1013.7;1011;;;3;1.4;1.6;324;;5.8;2.9;10.8;10.4;0;0;440;;;;;3
CHZ;27.08.2025 11:50;24.9;;;24.9;63.5;17.5;20;961.5;1013.7;1011.1;;;3.6;1.7;2;325;;7.2;3.4;13;12.2;0;0;506;;;;;6
CHZ;27.08.2025 12:00;24.7;;;24.7;67.5;18.3;21;961.6;1013.8;1011.2;;;4;2.1;2.2;326;;7.9;3.7;14.4;13.3;0;0;469;;;;;1
CHZ;27.08.2025 12:10;25.1;;;25.1;66.7;18.5;21.2;961.6;1013.8;1011.1;;;3.2;1.4;1.7;299;;6.1;3.1;11.5;11.2;0;0;551;;;;;3
CHZ;27.08.2025 12:20;25.4;;;25.4;65.5;18.5;21.2;961.5;1013.7;1011;;;3.9;1.7;1.8;299;;6.5;3.7;14;13.3;0;0;604;;;;;5
CHZ;27.08.2025 12:30;25.3;;;25.3;63.8;18;20.6;961.4;1013.6;1010.9;;;4.7;1.3;1.9;4;;6.8;4.6;16.9;16.6;0;0;362;;;;;1
CHZ;27.08.2025 12:40;25.3;;;25.3;62.5;17.6;20.1;961.2;1013.3;1010.7;;;4.5;2;2.1;321;;7.6;4.3;16.2;15.5;0;0;352;;;;;0
CHZ;27.08.2025 12:50;25.5;;;25.5;57.6;16.5;18.8;961.1;1013.2;1010.5;;;4.4;1.7;1.8;331;;6.5;4.3;15.8;15.5;0;0;574;;;;;4
CHZ;27.08.2025 13:00;25.7;;;25.7;57.5;16.7;19;961;1013.1;1010.4;;;3.3;1.3;1.5;346;;5.4;3.1;11.9;11.2;0;0;346;;;;;1
CHZ;27.08.2025 13:10;25.1;;;25.1;57.2;16;18.2;961;1013.1;1010.5;;;3.8;2.4;2.4;301;;8.6;3.5;13.7;12.6;0;0;201;;;;;0
CHZ;27.08.2025 13:20;24.8;;;24.8;61.4;16.9;19.2;961;1013.1;1010.5;;;6.1;2.6;2.7;299;;9.7;6;22;21.6;0;0;164;;;;;0
CHZ;27.08.2025 13:30;24.5;;;24.5;62.3;16.8;19.1;961;1013.1;1010.6;;;6;4.3;4.3;268;;15.5;5.7;21.6;20.5;0;0;144;;;;;0
CHZ;27.08.2025 13:40;24.1;;;24.1;65;17.1;19.5;960.9;1013;1010.6;;;5.4;3.2;3.2;282;;11.5;5.3;19.4;19.1;0;0;119;;;;;0
CHZ;27.08.2025 13:50;23.4;;;23.4;70;17.6;20.1;960.9;1013;1010.7;;;5.3;3.5;3.5;277;;12.6;4.9;19.1;17.6;0;0;119;;;;;0
CHZ;27.08.2025 14:00;23.2;;;23.2;73.6;18.2;20.9;960.8;1012.9;1010.6;;;3.5;2.2;2.2;284;;7.9;3.4;12.6;12.2;0;0;130;;;;;0
CHZ;27.08.2025 14:10;23.4;;;23.4;74.3;18.6;21.4;960.7;1012.8;1010.5;;;3.1;1.6;1.7;282;;6.1;3;11.2;10.8;0;0;237;;;;;1
CHZ;27.08.2025 14:20;23.5;;;23.5;72.1;18.2;20.9;960.8;1012.9;1010.6;;;3.2;1.9;2;268;;7.2;3;11.5;10.8;0;0;179;;;;;0
CHZ;27.08.2025 14:30;23.2;;;23.2;72.6;18;20.6;961.1;1013.2;1010.9;;;4.3;2.4;2.6;239;;9.4;4.2;15.5;15.1;0;0;73;;;;;0
CHZ;27.08.2025 14:40;22.9;;;22.9;74;18;20.7;961.3;1013.4;1011.2;;;7.3;2.8;3;189;;10.8;7.1;26.3;25.6;0;0;70;;;;;0
CHZ;27.08.2025 14:50;21.8;;;21.8;75;17.2;19.6;961.3;1013.4;1011.4;;;13.4;5;5.3;161;;19.1;12.6;48.2;45.4;0;0;86;;;;;0
CHZ;27.08.2025 15:00;21.6;;;21.6;69.9;15.9;18;961;1013.1;1011.1;;;7.7;4.4;4.6;138;;16.6;7.5;27.7;27;0;0;85;;;;;0
CHZ;27.08.2025 15:10;21.5;;;21.5;65.2;14.7;16.7;960.9;1013;1011;;;6.5;3.9;4.1;104;;14.8;6.3;23.4;22.7;0;0;64;;;;;0
CHZ;27.08.2025 15:20;21.2;;;21.2;68.4;15.2;17.2;960.8;1012.9;1011;;;5.3;2.7;2.8;94;;10.1;4.9;19.1;17.6;0;0;59;;;;;0
CHZ;27.08.2025 15:30;20.9;;;20.9;72.8;15.8;18;960.6;1012.7;1010.8;;;5.8;2.5;2.7;130;;9.7;5.3;20.9;19.1;0;0;75;;;;;0
CHZ;27.08.2025 15:40;20;;;20;80.7;16.6;18.9;960.4;1012.5;1010.8;;;7;4.1;4.2;161;;15.1;6.8;25.2;24.5;0;0;68;;;;;0
CHZ;27.08.2025 15:50;20.1;;;20.1;80.1;16.6;18.8;960.4;1012.5;1010.8;;;7.2;3;3.1;188;;11.2;6.5;25.9;23.4;0;0;62;;;;;0
CHZ;27.08.2025 16:00;19.9;;;19.9;81.2;16.6;18.9;960.4;1012.5;1010.8;;;4.2;1.9;2.1;191;;7.6;3.7;15.1;13.3;0;0;76;;;;;0
CHZ;27.08.2025 16:10;20.2;;;20.2;79.7;16.6;18.9;960.2;1012.3;1010.5;;;3.9;1.7;1.8;187;;6.5;3.8;14;13.7;0;0;123;;;;;0
CHZ;27.08.2025 16:20;20.6;;;20.6;78.1;16.7;18.9;960.2;1012.3;1010.5;;;4;2;2.1;160;;7.6;3.8;14.4;13.7;0;0;156;;;;;0
CHZ;27.08.2025 16:30;20.8;;;20.8;77.8;16.8;19.1;960.2;1012.3;1010.4;;;3.8;1.8;2;163;;7.2;3.6;13.7;13;0;0;196;;;;;2
CHZ;27.08.2025 16:40;20.9;;;20.9;78.3;17;19.3;960;1012.1;1010.2;;;4.9;2.7;2.8;233;;10.1;4.8;17.6;17.3;0;0;195;;;;;2
CHZ;27.08.2025 16:50;21.3;;;21.3;77.8;17.3;19.7;959.8;1011.9;1009.9;;;3.1;1.2;1.3;241;;4.7;2.9;11.2;10.4;0;0;218;;;;;7
CHZ;27.08.2025 17:00;21.5;;;21.5;76;17.1;19.5;959.8;1011.9;1009.9;;;2.6;1.1;1.2;113;;4.3;2.5;9.4;9;0;0;113;;;;;0
CHZ;27.08.2025 17:10;21;;;21;79.3;17.3;19.7;959.9;1012;1010.1;;;3.4;1.8;1.9;36;;6.8;3.2;12.2;11.5;0;0;56;;;;;0
CHZ;27.08.2025 17:20;20.6;;;20.6;80.9;17.2;19.6;960;1012.1;1010.3;;;3.4;1.3;1.4;9;;5;3.2;12.2;11.5;0;0;32;;;;;0
CHZ;27.08.2025 17:30;20.6;;;20.6;79.9;17;19.4;960;1012.1;1010.3;;;2;0.5;0.8;296;;2.9;1.9;7.2;6.8;0;0;22;;;;;0
CHZ;27.08.2025 17:40;20.7;;;20.7;78.1;16.7;19.1;959.9;1012;1010.1;;;0.9;0.2;0.5;124;;1.8;0.9;3.2;3.2;0;-1;21;;;;;0
CHZ;27.08.2025 17:50;20.3;;;20.3;81.7;17.1;19.5;959.8;1011.9;1010.1;;;0.9;0.2;0.4;332;;1.4;0.9;3.2;3.2;0;0;19;;;;;0
CHZ;27.08.2025 18:00;20.4;;;20.4;81;17;19.4;959.8;1011.9;1010.1;;;1;0.5;0.6;230;;2.2;1;3.6;3.6;0;0;15;;;;;0
CHZ;27.08.2025 18:10;20.1;;;20.1;82.4;17;19.4;959.8;1011.9;1010.1;;;0.8;0.5;0.5;301;;1.8;0.8;2.9;2.9;0;0;8;;;;;0
CHZ;27.08.2025 18:20;20.3;;;20.3;79.5;16.6;18.9;959.7;1011.8;1010;;;1.4;0.6;0.7;31;;2.5;1.4;5;5;0;0;5;;;;;0
CHZ;27.08.2025 18:30;19.8;;;19.8;82.9;16.8;19.1;959.7;1011.8;1010.1;;;2;1.2;1.3;36;;4.7;1.9;7.2;6.8;0;0;4;;;;;0
CHZ;27.08.2025 18:40;19.8;;;19.8;85;17.2;19.6;959.7;1011.8;1010.1;;;1.3;0.5;0.5;47;;1.8;1.3;4.7;4.7;0;0;4;;;;;0
CHZ;27.08.2025 18:50;19.8;;;19.8;86;17.4;19.9;959.6;1011.7;1010;;;1.3;0.7;0.8;36;;2.9;1.2;4.7;4.3;0;0;4;;;;;0
CHZ;27.08.2025 19:00;19.8;;;19.8;85.5;17.3;19.7;959.6;1011.7;1010;;;1;0.6;0.7;53;;2.5;1;3.6;3.6;0;0;3;;;;;0
CHZ;27.08.2025 19:10;19.9;;;19.9;85.2;17.3;19.8;959.6;1011.7;1010;;;1.7;1;1;90;;3.6;1.7;6.1;6.1;0;0;3;;;;;0
CHZ;27.08.2025 19:20;19.6;;;19.6;85.4;17.1;19.5;959.6;1011.7;1010;;;1.5;0.7;0.8;63;;2.9;1.5;5.4;5.4;0;0;3;;;;;0
CHZ;27.08.2025 19:30;19.1;;;19.1;88.3;17.1;19.5;959.6;1011.7;1010.1;;;1.4;0.4;0.6;359;;2.2;1.2;5;4.3;0;0;3;;;;;0
CHZ;27.08.2025 19:40;19.3;;;19.3;88.1;17.3;19.7;959.5;1011.6;1010;;;1.4;0.7;0.7;39;;2.5;1.3;5;4.7;0;0;4;;;;;0
CHZ;27.08.2025 19:50;19.2;;;19.2;88.6;17.3;19.7;959.3;1011.4;1009.8;;;1.7;1.2;1.2;45;;4.3;1.7;6.1;6.1;0;0;3;;;;;0
CHZ;27.08.2025 20:00;19.2;;;19.2;88.9;17.3;19.8;959.2;1011.3;1009.7;;;1.5;1;1;35;;3.6;1.4;5.4;5;0;0;4;;;;;0
CHZ;27.08.2025 20:10;19.4;;;19.4;87.8;17.3;19.8;959;1011;1009.4;;;2;1.3;1.3;66;;4.7;2;7.2;7.2;0;0;4;;;;;0
CHZ;27.08.2025 20:20;18.9;;;18.9;90;17.2;19.6;958.8;1010.8;1009.3;;;2.5;1.4;1.4;54;;5;2.4;9;8.6;0;-1;4;;;;;0
CHZ;27.08.2025 20:30;19;;;19;89.7;17.3;19.7;959;1011;1009.5;;;1;0.3;0.5;1;;1.8;1;3.6;3.6;0;-1;3;;;;;0
CHZ;27.08.2025 20:40;18.9;;;18.9;90.7;17.3;19.8;958.9;1010.9;1009.4;;;1.2;0.7;0.8;20;;2.9;1.2;4.3;4.3;0;0;3;;;;;0
CHZ;27.08.2025 20:50;19;;;19;90.1;17.3;19.8;958.8;1010.8;1009.3;;;1.5;1;1.1;60;;4;1.5;5.4;5.4;0;0;3;;;;;0
CHZ;27.08.2025 21:00;19.1;;;19.1;89.6;17.4;19.8;958.6;1010.6;1009.1;;;1.4;0.9;0.9;97;;3.2;1.3;5;4.7;0;0;3;;;;;0
CHZ;27.08.2025 21:10;19.1;;;19.1;89.2;17.3;19.7;958.4;1010.4;1008.9;;;1.6;0.9;1;68;;3.6;1.5;5.8;5.4;0;0;3;;;;;0
CHZ;27.08.2025 21:20;18.2;;;18.2;90.9;16.7;19;958.3;1010.3;1008.9;;;1.7;1;1;306;;3.6;1.6;6.1;5.8;0;0;3;;;;;0
CHZ;27.08.2025 21:30;18.3;;;18.3;93.2;17.2;19.6;958.1;1010.1;1008.7;;;1.8;0.9;1.1;339;;4;1.7;6.5;6.1;0;0;3;;;;;0
CHZ;27.08.2025 21:40;18.2;;;18.2;92.2;16.9;19.3;957.9;1009.9;1008.5;;;2.1;0.9;1.2;360;;4.3;2;7.6;7.2;0;0;3;;;;;0
CHZ;27.08.2025 21:50;17.7;;;17.7;93.8;16.7;19;957.7;1009.7;1008.4;;;2;1.6;1.7;293;;6.1;2;7.2;7.2;0;0;3;;;;;0
CHZ;27.08.2025 22:00;17.5;;;17.5;94.8;16.7;18.9;957.5;1009.5;1008.2;;;3;1.8;1.9;315;;6.8;2.9;10.8;10.4;0;0;3;;;;;0
CHZ;27.08.2025 22:10;17.5;;;17.5;95;16.7;19;957.5;1009.5;1008.2;;;1.8;0.7;0.8;357;;2.9;1.7;6.5;6.1;0;0;4;;;;;0
CHZ;27.08.2025 22:20;17.4;;;17.4;95.4;16.7;18.9;957.3;1009.3;1008;;;2.4;1.2;1.3;330;;4.7;2.3;8.6;8.3;0;0;4;;;;;0
CHZ;27.08.2025 22:30;17.1;;;17.1;95.6;16.4;18.6;957;1009;1007.8;;;1.7;0.8;1;17;;3.6;1.7;6.1;6.1;0;0;4;;;;;0
CHZ;27.08.2025 22:40;16.9;;;16.9;96.2;16.3;18.5;956.6;1008.5;1007.4;;;1.9;0.8;0.9;40;;3.2;1.9;6.8;6.8;0;-1;4;;;;;0
CHZ;27.08.2025 22:50;16.9;;;16.9;96.7;16.4;18.6;956.4;1008.3;1007.2;;;2.7;1.7;1.8;36;;6.5;2.6;9.7;9.4;0;0;4;;;;;0
CHZ;27.08.2025 23:00;17.3;;;17.3;96.2;16.7;19;956.5;1008.4;1007.2;;;1.5;0.6;0.9;327;;3.2;1.4;5.4;5;0;0;4;;;;;0
CHZ;27.08.2025 23:10;17.1;;;17.1;95.4;16.4;18.6;956.6;1008.5;1007.3;;;2.6;1.8;1.9;302;;6.8;2.5;9.4;9;0;-1;4;;;;;0
CHZ;27.08.2025 23:20;17;;;17;95.6;16.3;18.5;956.9;1008.9;1007.7;;;3.1;2.4;2.4;294;;8.6;3.1;11.2;11.2;0;-1;4;;;;;0
CHZ;27.08.2025 23:30;17;;;17;96.3;16.4;18.6;956.5;1008.4;1007.2;;;2.6;1;1.5;10;;5.4;2.5;9.4;9;0;-1;4;;;;;0
CHZ;27.08.2025 23:40;16.9;;;16.9;96.7;16.4;18.6;956.3;1008.2;1007.1;;;2.2;1.4;1.4;29;;5;2.1;7.9;7.6;0;-1;4;;;;;0
CHZ;27.08.2025 23:50;17;;;17;97;16.5;18.8;956.6;1008.5;1007.3;;;3.5;2.4;2.4;286;;8.6;3.4;12.6;12.2;0;-1;4;;;;;0
CHZ;28.08.2025 00:00;17.2;;;17.2;97.2;16.8;19.1;956.7;1008.6;1007.4;;;2.5;1.8;1.8;262;;6.5;2.5;9;9;0;0;4;;;;;0
CHZ;28.08.2025 00:10;17.3;;;17.3;97;16.8;19.1;957;1009;1007.7;;;2.9;2;2.1;270;;7.6;2.8;10.4;10.1;0;-1;4;;;;;0
CHZ;28.08.2025 00:20;17.4;;;17.4;96.7;16.9;19.2;957.7;1009.7;1008.4;;;6.4;3.6;3.6;293;;13;6.1;23;22;0;0;4;;;;;0
CHZ;28.08.2025 00:30;17.3;;;17.3;96.3;16.7;19;957.7;1009.7;1008.5;;;4.1;1.1;1.4;340;;5;3.9;14.8;14;0;0;5;;;;;0
CHZ;28.08.2025 00:40;17.7;;;17.7;95;16.9;19.2;957.7;1009.7;1008.4;;;2.6;0.5;1.1;62;;4;2.3;9.4;8.3;0;0;5;;;;;0
CHZ;28.08.2025 00:50;17.7;;;17.7;93.6;16.7;18.9;957.8;1009.8;1008.5;;;2;1.3;1.4;88;;5;1.9;7.2;6.8;0;0;4;;;;;0
CHZ;28.08.2025 01:00;17.7;;;17.7;93.4;16.6;18.9;957.9;1009.9;1008.6;;;2.3;0.9;1.1;125;;4;2.1;8.3;7.6;0;0;4;;;;;0
CHZ;28.08.2025 01:10;18;;;18;93;16.9;19.2;958.3;1010.3;1009;;;2.6;1.7;1.8;214;;6.5;2.5;9.4;9;0;0;4;;;;;0
CHZ;28.08.2025 01:20;18;;;18;93;16.9;19.2;958.4;1010.4;1009.1;;;1.9;0.6;0.8;211;;2.9;1.8;6.8;6.5;0;0;4;;;;;0
CHZ;28.08.2025 01:30;18.1;;;18.1;93.4;17;19.4;958.4;1010.4;1009;;;2.2;1;1.1;227;;4;2.1;7.9;7.6;0;0;3;;;;;0
CHZ;28.08.2025 01:40;17.9;;;17.9;93.3;16.8;19.1;958.3;1010.3;1009;;;1.1;0.6;0.7;74;;2.5;1;4;3.6;0;0;4;;;;;0
CHZ;28.08.2025 01:50;17.9;;;17.9;94.6;17;19.4;958.4;1010.4;1009.1;;;1.9;1.1;1.1;117;;4;1.8;6.8;6.5;0;0;4;;;;;0
CHZ;28.08.2025 02:00;18;;;18;93.8;17;19.3;958.4;1010.4;1009.1;;;2.2;1.4;1.4;88;;5;2;7.9;7.2;0;0;4;;;;;0
CHZ;28.08.2025 02:10;17.9;;;17.9;93.4;16.8;19.1;958.4;1010.4;1009.1;;;2.3;1.2;1.2;53;;4.3;2.2;8.3;7.9;0;0;4;;;;;0
CHZ;28.08.2025 02:20;17.8;;;17.8;94;16.8;19.1;958.3;1010.3;1009;;;2;1.4;1.4;37;;5;1.9;7.2;6.8;0;0;4;;;;;0
CHZ;28.08.2025 02:30;17.7;;;17.7;93.8;16.7;19;958.2;1010.2;1008.9;;;2.2;1.5;1.5;58;;5.4;2;7.9;7.2;0;0;4;;;;;0
CHZ;28.08.2025 02:40;17.8;;;17.8;92.9;16.6;18.9;958.2;1010.2;1008.9;;;2;1.3;1.3;56;;4.7;1.9;7.2;6.8;0;0;4;;;;;0
CHZ;28.08.2025 02:50;17.8;;;17.8;92.1;16.5;18.8;957.9;1009.9;1008.6;;;3.1;2;2;60;;7.2;3;11.2;10.8;0;0;4;;;;;0
CHZ;28.08.2025 03:00;17.8;;;17.8;92;16.5;18.7;957.7;1009.7;1008.4;;;2.8;1.9;1.9;59;;6.8;2.7;10.1;9.7;0;0;4;;;;;0
CHZ;28.08.2025 03:10;17.9;;;17.9;91.4;16.5;18.7;957.5;1009.5;1008.1;;;2.7;1.5;1.6;63;;5.8;2.6;9.7;9.4;0;0;4;;;;;0
CHZ;28.08.2025 03:20;18;;;18;90.1;16.4;18.6;957.5;1009.5;1008.1;;;2.7;1.3;1.3;55;;4.7;2.5;9.7;9;0;0;5;;;;;0
CHZ;28.08.2025 03:30;18.1;;;18.1;89.3;16.3;18.5;957.5;1009.5;1008.1;;;1.9;1.1;1.1;36;;4;1.8;6.8;6.5;0;0;4;;;;;0
CHZ;28.08.2025 03:40;17.8;;;17.8;91.6;16.4;18.7;957.5;1009.5;1008.1;;;1.7;0.9;1;16;;3.6;1.7;6.1;6.1;0;0;4;;;;;0
CHZ;28.08.2025 03:50;18.2;;;18.2;88.5;16.3;18.5;957.5;1009.5;1008.1;;;1.2;0.6;0.7;349;;2.5;1.2;4.3;4.3;0;0;5;;;;;0
CHZ;28.08.2025 04:00;17.8;;;17.8;91.4;16.4;18.6;957.7;1009.7;1008.4;;;2.4;1.7;1.8;299;;6.5;2.3;8.6;8.3;0;0;4;;;;;0
CHZ;28.08.2025 04:10;17.8;;;17.8;92.1;16.5;18.8;957.8;1009.8;1008.5;;;3.5;2.5;2.5;311;;9;3.4;12.6;12.2;0;0;4;;;;;0
CHZ;28.08.2025 04:20;17.7;;;17.7;93.3;16.6;18.9;957.9;1009.9;1008.6;;;3.5;2.2;2.3;310;;8.3;3.3;12.6;11.9;0;0;4;;;;;0
CHZ;28.08.2025 04:30;17.7;;;17.7;93.9;16.7;19;958;1010;1008.7;;;4.9;3.2;3.2;310;;11.5;4.6;17.6;16.6;0;0;4;;;;;0
CHZ;28.08.2025 04:40;17.8;;;17.8;92.7;16.6;18.9;958;1010;1008.7;;;4.3;2.7;2.7;322;;9.7;4.2;15.5;15.1;0;0;5;;;;;0
CHZ;28.08.2025 04:50;17.8;;;17.8;92.1;16.5;18.8;957.8;1009.8;1008.5;;;2.7;1.2;1.3;351;;4.7;2.5;9.7;9;0;0;6;;;;;0
CHZ;28.08.2025 05:00;17.9;;;17.9;90.6;16.3;18.6;957.9;1009.9;1008.6;;;3.3;1.4;1.5;330;;5.4;3.2;11.9;11.5;0;0;9;;;;;0
CHZ;28.08.2025 05:10;17.7;;;17.7;92.3;16.4;18.7;958.1;1010.1;1008.8;;;3;1.4;1.5;334;;5.4;2.8;10.8;10.1;0;0;9;;;;;0
CHZ;28.08.2025 05:20;17.6;;;17.6;92.9;16.4;18.7;958.2;1010.2;1008.9;;;3;1.3;1.4;339;;5;2.7;10.8;9.7;0.1;0;6;;;;;0
CHZ;28.08.2025 05:30;17.4;;;17.4;93.4;16.3;18.6;958.4;1010.4;1009.2;;;5.2;2.5;2.6;312;;9.4;5.1;18.7;18.4;1;0;7;;;;;0
CHZ;28.08.2025 05:40;17.3;;;17.3;95;16.5;18.8;958.6;1010.6;1009.4;;;4.2;2.1;2.3;295;;8.3;3.9;15.1;14;1.1;0;8;;;;;0
CHZ;28.08.2025 05:50;17.1;;;17.1;96.3;16.5;18.8;958.8;1010.8;1009.6;;;2.1;1.1;1.1;256;;4;2;7.6;7.2;1.8;0;9;;;;;0
CHZ;28.08.2025 06:00;17;;;17;96.1;16.4;18.6;959;1011;1009.9;;;4.2;1.6;1.7;228;;6.1;4.1;15.1;14.8;0.5;0;11;;;;;0
CHZ;28.08.2025 06:10;16.9;;;16.9;93.5;15.8;18;959.4;1011.5;1010.3;;;4;2.3;2.4;232;;8.6;3.9;14.4;14;1.3;0;12;;;;;0
CHZ;28.08.2025 06:20;16.7;;;16.7;93.9;15.7;17.8;959.3;1011.4;1010.3;;;3.4;1.8;1.9;226;;6.8;3.2;12.2;11.5;1.4;0;20;;;;;0
CHZ;28.08.2025 06:30;16.6;;;16.6;94.7;15.7;17.9;959.3;1011.4;1010.3;;;3.4;1.5;1.6;198;;5.8;3.1;12.2;11.2;0.7;0;25;;;;;0
CHZ;28.08.2025 06:40;16.5;;;16.5;95.2;15.7;17.9;959.5;1011.6;1010.5;;;3.6;2.1;2.2;174;;7.9;3.4;13;12.2;0.8;0;24;;;;;0
CHZ;28.08.2025 06:50;16.5;;;16.5;95.1;15.7;17.8;959.6;1011.7;1010.6;;;4.4;2.4;2.5;174;;9;4.3;15.8;15.5;0.7;0;30;;;;;0
CHZ;28.08.2025 07:00;16.6;;;16.6;92.8;15.4;17.5;959.4;1011.5;1010.4;;;4.4;2.4;2.4;178;;8.6;4.3;15.8;15.5;0.4;0;40;;;;;0
CHZ;28.08.2025 07:10;16.6;;;16.6;92.1;15.3;17.4;959.4;1011.5;1010.4;;;4;2.4;2.5;173;;9;3.9;14.4;14;0.8;0;61;;;;;0
CHZ;28.08.2025 07:20;16.6;;;16.6;93.4;15.5;17.6;959.4;1011.5;1010.4;;;5.4;2.8;2.8;174;;10.1;5;19.4;18;0.2;0;64;;;;;0
CHZ;28.08.2025 07:30;16.6;;;16.6;93;15.5;17.6;959.4;1011.5;1010.4;;;4.9;2.7;2.8;177;;10.1;4.6;17.6;16.6;0.2;0;64;;;;;0
CHZ;28.08.2025 07:40;16.6;;;16.6;90.3;15;17;959.2;1011.3;1010.2;;;3.8;2;2.1;184;;7.6;3.7;13.7;13.3;0.3;0;58;;;;;0
CHZ;28.08.2025 07:50;16.5;;;16.5;90.1;14.9;16.9;959.2;1011.3;1010.2;;;3;1.7;1.8;171;;6.5;2.8;10.8;10.1;0.1;0;54;;;;;0
CHZ;28.08.2025 08:00;16.5;;;16.5;91.7;15.1;17.2;959.1;1011.2;1010.1;;;3.6;2;2.1;161;;7.6;3.5;13;12.6;0.3;0;53;;;;;0
CHZ;28.08.2025 08:10;16.5;;;16.5;91.7;15.1;17.2;959.1;1011.2;1010.1;;;3.4;2.1;2.2;165;;7.9;3.3;12.2;11.9;0.2;0;51;;;;;0
CHZ;28.08.2025 08:20;16.5;;;16.5;91.9;15.2;17.2;959.1;1011.2;1010.1;;;4.4;2.5;2.5;162;;9;4.1;15.8;14.8;0.2;0;57;;;;;0
CHZ;28.08.2025 08:30;16.6;;;16.6;91.9;15.3;17.4;959;1011;1010;;;4.6;2.4;2.5;159;;9;4.4;16.6;15.8;0.1;0;63;;;;;0
CHZ;28.08.2025 08:40;16.7;;;16.7;92.2;15.4;17.5;958.9;1010.9;1009.8;;;6.1;3.3;3.4;156;;12.2;5.6;22;20.2;0.2;0;68;;;;;0
CHZ;28.08.2025 08:50;16.7;;;16.7;91.3;15.3;17.3;959;1011;1009.9;;;5.7;2.4;2.5;171;;9;5.3;20.5;19.1;0.4;0;90;;;;;0
